LOCATION,TIME,Value,GDP_PER_CAP
TUR,1999,17.713300445431575,12588.19628
TUR,2000,18.426645618035696,13235.03014
TUR,2001,16.85266208141456,12274.600390000001
TUR,2002,17.630464826556974,12898.22503
TUR,2003,19.12349125492012,13460.0768
TUR,2004,19.792342641899456,14582.6808
TUR,2005,19.603535541947167,15702.367030000001
TUR,2006,19.05413930267182,16610.02605
TUR,2007,21.711647017564985,17230.99161
TUR,2008,20.80389239403164,17157.99816
TUR,2009,21.79442090239355,16126.78502
TUR,2010,25.913513888907197,17231.688309999998
TUR,2011,27.435342043674154,18867.61984
TUR,2012,28.40518915567123,19520.99054
TUR,2013,28.3930293273458,20908.24182
TUR,2014,29.586994793832055,21693.92806
TUR,2015,31.890084967587775,22709.37214
TUR,2016,31.514512203339674,23119.09339
TUR,2017,32.29751740651005,24519.32209
TUR,2018,32.09723045320622,24810.67959
USA,1990,88.72519432470678,35978.87375
USA,1991,90.24686000442115,35465.17557
USA,1992,92.7923714405099,36229.69573
USA,1993,92.47604020286268,36746.47614
USA,1994,94.37322087441395,37766.5349
USA,1995,94.06281071753455,38324.542669999995
USA,1996,93.3358288993065,39309.39618
USA,1997,92.61275562542994,40569.61677
USA,1998,94.94805063677389,41897.143
USA,1999,98.24902033992132,43389.90741
USA,2000,98.11462440548839,44689.65
USA,2001,97.02739210501365,44688.44268
USA,2002,100.32998066707688,45035.724630000004
USA,2003,99.59331784336665,45898.54795
USA,2004,100.90804781870713,47213.949689999994
USA,2005,100.69627746725905,48421.74954
USA,2006,100.78855917267049,49333.332610000005
USA,2007,100.45275908853857,49779.47047
USA,2008,98.46232494483682,49246.75728
USA,2009,95.98747511767836,47576.157360000005
USA,2010,95.16774298218219,48393.6164
USA,2011,94.1804034612748,48781.32531
USA,2012,92.0779404428257,49517.57267
USA,2013,91.99344559409973,50075.47375
USA,2014,91.56061676377436,50924.51118
USA,2015,95.82569362348715,52005.17309
USA,2016,97.31571354256877,52437.51953
USA,2017,98.40835281527406,53219.41868
USA,2018,99.29194581368475,54401.28638
ZAF,1990,33.07747660867707,9871.987061
ZAF,1991,31.69294920077468,9561.523079
ZAF,1992,31.29018465561677,9157.450248000001
ZAF,1993,29.41651445788366,9074.358669
ZAF,1994,29.905998859876725,9172.446954000001
ZAF,1995,30.486643685977782,9265.048965
ZAF,1996,29.74486569829677,9472.711105
ZAF,1997,30.32842784842837,9535.418420999998
ZAF,1998,28.59590723405109,9406.88789
ZAF,1999,31.98846022213523,9459.214795
ZAF,2000,31.937173714057106,9689.369395
ZAF,2001,32.32243043524467,9796.301914
ZAF,2002,32.91069660814696,9912.110047
ZAF,2003,34.277260624576826,10085.877059999999
ZAF,2004,35.92333815990758,10419.62299
ZAF,2005,37.78715872907791,10835.54672
ZAF,2006,41.08385036796328,11299.60212
ZAF,2007,43.71260246094946,11752.80523
ZAF,2008,44.74723303448804,11968.80183
ZAF,2009,45.3355720791593,11626.561759999999
ZAF,2010,47.981586555398565,11815.5201
ZAF,2011,48.79445187508503,11986.653690000001
ZAF,2012,49.421884016711786,12122.03766
ZAF,2013,52.348459729493186,12241.06366
ZAF,2014,52.09728779900528,12280.3131
ZAF,2015,52.944053733757755,12236.67468
ZAF,2016,53.417532076551744,12093.46473
ZAF,2017,51.40726401073295,12068.80445
ZAF,2018,52.07537070797505,11910.07857
